名称,数值类型,描述,工程单位,存档,数值位数,停机补写,量程下限,量程上限,阶跃,典型值,压缩,压缩偏差,压缩百分比,最长压缩间隔,最短压缩间隔,例外偏差,例外百分比,最长例外间隔,最短例外间隔,类别,修改时间,修改者,创建时间,创建者,镜像,时间戳精度,加速统计,数据源,采集,设备标签,LOCATION1,LOCATION2,LOCATION3,LOCATION4,LOCATION5,USERINT1,USERINT2,USERREAL1,USERREAL2,方程式,触发方式,时间戳参考,计算周期
"[yj_xkc_shihui:maxsetup]",UINT16,锌快粗工序石灰：设定最大值,,1,-5,0,0,100,0,50,1,1,0.01,1800,0,0.5,0.005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY55.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xc1_shihui:maxsetup]",UINT16,锌粗一工序石灰：设定最大值,,1,-5,0,0,100,0,50,1,1,0.01,1800,0,0.5,0.005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY56.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qc2_shihui:maxsetup]",UINT16,铅粗二工序石灰：设定最大值,,1,-5,0,0,100,0,50,1,1,0.01,1800,0,0.5,0.005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY57.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xs4_shihui:maxsetup]",UINT16,锌扫四工序石灰：设定最大值,,1,-5,0,0,100,0,50,1,1,0.01,1800,0,0.5,0.005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY58.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkc_shihui:maxsetup]",UINT16,铅快粗工序石灰：设定最大值,,1,-5,0,0,100,0,50,1,1,0.01,1800,0,0.5,0.005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY59.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xj2_shihui:maxsetup]",UINT16,锌精二工序石灰：设定最大值,,1,-5,0,0,100,0,50,1,1,0.01,1800,0,0.5,0.005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY60.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj1_shihui:maxsetup]",UINT16,铅精一工序石灰：设定最大值,,1,-5,0,0,100,0,50,1,1,0.01,1800,0,0.5,0.005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY61.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj3_shihui:maxsetup]",UINT16,铅精三工序石灰：设定最大值,,1,-5,0,0,100,0,50,1,1,0.01,1800,0,0.5,0.005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY62.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj5_shihui:maxsetup]",UINT16,铅精五工序石灰：设定最大值,,1,-5,0,0,100,0,50,1,1,0.01,1800,0,0.5,0.005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY63.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkj2_shihui:maxsetup]",UINT16,铅快精二工序石灰：设定最大值,,1,-5,0,0,100,0,50,1,1,0.01,1800,0,0.5,0.005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY64.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkj3_shihui:maxsetup]",UINT16,铅快精三工序石灰：设定最大值,,1,-5,0,0,100,0,50,1,1,0.01,1800,0,0.5,0.005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY65.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qc1_shihui:maxsetup]",UINT16,铅粗一工序石灰：设定最大值,,1,-5,0,0,100,0,50,1,1,0.01,1800,0,0.5,0.005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY66.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkj1_shihui:maxsetup]",UINT16,铅快精一工序石灰：设定最大值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY67.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qsx_shihui:maxsetup]",UINT16,铅扫选工序石灰：设定最大值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY68.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj4_shihui:maxsetup]",UINT16,铅精四工序石灰：设定最大值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY69.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj2_shihui:maxsetup]",UINT16,铅精二工序石灰：设定最大值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY70.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xj1_shihui:maxsetup]",UINT16,锌精一工序石灰：设定最大值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY71.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xj3_shihui:maxsetup]",UINT16,锌精三工序石灰：设定最大值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY72.Set_Max,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xs4_liushuantong:minsetup]",UINT16,锌扫四工序硫酸铜：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY1.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xs1_liushuantong:minsetup]",UINT16,锌扫一工序硫酸铜：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY3.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xc2_liushuantong:minsetup]",UINT16,锌粗二工序硫酸铜：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY4.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xc1_liushuantong1:minsetup]",UINT16,锌粗一工序硫酸铜：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY5.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xc1_liushuantong2:minsetup]",UINT16,锌粗一工序硫酸铜：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY6.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xj3_liushuantong:minsetup]",UINT16,锌精三工序硫酸铜：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY7.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xj2_liushuantong:minsetup]",UINT16,锌精二工序硫酸铜：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:14],sa,0,0,0,SER_OSR::JY8.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xj1_liushuantong:minsetup]",UINT16,t：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY9.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xkc_liushuantong1:minsetup]",UINT16,锌快粗工序硫酸铜：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY10.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xkc_liushuantong2:minsetup]",UINT16,锌快粗工序硫酸铜：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY11.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xkc_liushuantong3:minsetup]",UINT16,锌快粗工序硫酸铜：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY12.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xkc_dinghuangyao1:minsetup]",UINT16,锌快粗工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY13.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xkc_dinghuangyao2:minsetup]",UINT16,锌快粗工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY14.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xj1_dinghuangyao:minsetup]",UINT16,锌精一工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY15.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qs_dinghuangyao:minsetup]",UINT16,铅扫选工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY16.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj3_dinghuangyao:minsetup]",UINT16,铅精三工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY17.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj2_dinghuangyao:minsetup]",UINT16,铅精二工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY18.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj1_dinghuangyao:minsetup]",UINT16,铅精一工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY19.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qc1_dinghuangyao:minsetup]",UINT16,铅粗一工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY20.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkj1_dinghuangyao:minsetup]",UINT16,铅快精一工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY21.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkc_dinghuangyao1:minsetup]",UINT16,铅快粗工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY22.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkc_dinghuangyao2:minsetup]",UINT16,铅快粗工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY23.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_by_dinghuangyao1:minsetup]",UINT16,备用工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY24.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_by_dinghuangyao2:minsetup]",UINT16,备用工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY25.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xs3_dinghuangyao:minsetup]",UINT16,锌扫三工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY26.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xc2_dinghuangyao:minsetup]",UINT16,锌粗二工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY27.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj4_dinghuangyao:minsetup]",UINT16,铅精四工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY28.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkj3_dinghuangyao:minsetup]",UINT16,铅快精三工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY29.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xc1_dinghuangyao1:minsetup]",UINT16,锌粗一工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY30.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xc1_dinghuangyao2:minsetup]",UINT16,锌粗一工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY31.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xs1_dinghuangyao:minsetup]",UINT16,锌扫一工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY32.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xs2_dinghuangyao:minsetup]",UINT16,锌扫二工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY33.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xj2_dinghuangyao:minsetup]",UINT16,锌精二工序丁黄药：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY34.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qc2_yiliudan:minsetup]",UINT16,铅粗二工序乙硫氮：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY35.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj3_yiliudan:minsetup]",UINT16,铅精三工序乙硫氮：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY36.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkj3_yiliudan:minsetup]",UINT16,铅快精三工序乙硫氮：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY37.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkj2_yiliudan:minsetup]",UINT16,铅快精二工序乙硫氮：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY38.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj2_yiliudan:minsetup]",UINT16,铅精二工序乙硫氮：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY39.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj1_yiliudan:minsetup]",UINT16,铅精一工序乙硫氮：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY40.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qc1_yiliudan:minsetup]",UINT16,铅粗一工序乙硫氮：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY41.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkj1_yiliudan:minsetup]",UINT16,铅快精一工序乙硫氮：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY42.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkc_yiliudan1:minsetup]",UINT16,铅快粗工序乙硫氮：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY43.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkc_yiliudan2:minsetup]",UINT16,铅快粗工序乙硫氮：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY44.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_by_2#you1:minsetup]",UINT16,备用工序2#油：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY45.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_by_2#you2:minsetup]",UINT16,备用工序2#油：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY46.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xj1_2#you:minsetup]",UINT16,锌精一工序2#油：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY47.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xkc_2#you:minsetup]",UINT16,锌快粗工序2#油：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY48.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj1_2#you:minsetup]",UINT16,铅精一工序2#油：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY49.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkc_5#you:minsetup]",UINT16,铅快粗工序2#油：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY50.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkj3_ds1:minsetup]",UINT16,铅快精三工序DS：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY51.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkj3_ds2:minsetup]",UINT16,铅快精三工序DS：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY52.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qj5_ds1:minsetup]",UINT16,铅精五工序DS：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY53.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkj_ds2:minsetup]",UINT16,铅精五工序DS：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY54.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xkc_shihui:minsetup]",UINT16,锌快粗工序石灰：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY55.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xc1_shihui:minsetup]",UINT16,锌粗一工序石灰：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY56.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qc2_shihui:minsetup]",UINT16,铅粗二工序石灰：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY57.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xs4_shihui:minsetup]",UINT16,锌扫四工序石灰：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY58.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_qkc_shihui:minsetup]",UINT16,铅快粗工序石灰：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY59.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
"[yj_xj2_shihui:minsetup]",UINT16,锌精二工序石灰：设定最小值,,1,-5,0,0,1000,0,50,1,1,0.001,1800,0,0.5,0.0005,600,0,"base,scan",[2022-11-18 10:40:52],sa,[2021-06-17 10:52:15],sa,0,0,0,SER_OSR::JY60.Set_Min,1,,1,0,0,0,0,0,0,0,0,,0,0,0
